relationType,argSrc,argTrg
neither,"Perhaps it is less thrilling for a spectator than for the player,","Plus the hurdle to make video games Olympic events is minimal,"
neither,"Perhaps it is less thrilling for a spectator than for the player,","as you don't even need doping tests, only a neutral console."
neither,"Perhaps it is less thrilling for a spectator than for the player,","And many a video game is physically and particularly mentally more demanding, when I think of the last FIFA tournament's final, than kicking a ball 20 metres."
neither,"but also for contemporary Olympic events, I recall curling and 50km cross-country skiing, you have to be more than a freak to follow those more properly than only in the roundup of highlights.","Video games, namely FIFA in my case, can fascinate young people for hours more intensively and emotionally than any sport in the world!"
neither,"but also for contemporary Olympic events, I recall curling and 50km cross-country skiing, you have to be more than a freak to follow those more properly than only in the roundup of highlights.",It would be fair to make them into an Olympic event.
attack,"but also for contemporary Olympic events, I recall curling and 50km cross-country skiing, you have to be more than a freak to follow those more properly than only in the roundup of highlights.","Perhaps it is less thrilling for a spectator than for the player,"
neither,"but also for contemporary Olympic events, I recall curling and 50km cross-country skiing, you have to be more than a freak to follow those more properly than only in the roundup of highlights.","Plus the hurdle to make video games Olympic events is minimal,"
neither,"but also for contemporary Olympic events, I recall curling and 50km cross-country skiing, you have to be more than a freak to follow those more properly than only in the roundup of highlights.","as you don't even need doping tests, only a neutral console."
neither,"but also for contemporary Olympic events, I recall curling and 50km cross-country skiing, you have to be more than a freak to follow those more properly than only in the roundup of highlights.","And many a video game is physically and particularly mentally more demanding, when I think of the last FIFA tournament's final, than kicking a ball 20 metres."
neither,"Plus the hurdle to make video games Olympic events is minimal,","Video games, namely FIFA in my case, can fascinate young people for hours more intensively and emotionally than any sport in the world!"
support,"Plus the hurdle to make video games Olympic events is minimal,",It would be fair to make them into an Olympic event.
neither,"Plus the hurdle to make video games Olympic events is minimal,","Perhaps it is less thrilling for a spectator than for the player,"
neither,"Plus the hurdle to make video games Olympic events is minimal,","but also for contemporary Olympic events, I recall curling and 50km cross-country skiing, you have to be more than a freak to follow those more properly than only in the roundup of highlights."
neither,"Plus the hurdle to make video games Olympic events is minimal,","as you don't even need doping tests, only a neutral console."
neither,"Plus the hurdle to make video games Olympic events is minimal,","And many a video game is physically and particularly mentally more demanding, when I think of the last FIFA tournament's final, than kicking a ball 20 metres."
neither,"as you don't even need doping tests, only a neutral console.","Video games, namely FIFA in my case, can fascinate young people for hours more intensively and emotionally than any sport in the world!"
neither,"as you don't even need doping tests, only a neutral console.",It would be fair to make them into an Olympic event.
neither,"as you don't even need doping tests, only a neutral console.","Perhaps it is less thrilling for a spectator than for the player,"
neither,"as you don't even need doping tests, only a neutral console.","but also for contemporary Olympic events, I recall curling and 50km cross-country skiing, you have to be more than a freak to follow those more properly than only in the roundup of highlights."
support,"as you don't even need doping tests, only a neutral console.","Plus the hurdle to make video games Olympic events is minimal,"
neither,"as you don't even need doping tests, only a neutral console.","And many a video game is physically and particularly mentally more demanding, when I think of the last FIFA tournament's final, than kicking a ball 20 metres."
neither,"And many a video game is physically and particularly mentally more demanding, when I think of the last FIFA tournament's final, than kicking a ball 20 metres.","Video games, namely FIFA in my case, can fascinate young people for hours more intensively and emotionally than any sport in the world!"
support,"And many a video game is physically and particularly mentally more demanding, when I think of the last FIFA tournament's final, than kicking a ball 20 metres.",It would be fair to make them into an Olympic event.
neither,"And many a video game is physically and particularly mentally more demanding, when I think of the last FIFA tournament's final, than kicking a ball 20 metres.","Perhaps it is less thrilling for a spectator than for the player,"
neither,"And many a video game is physically and particularly mentally more demanding, when I think of the last FIFA tournament's final, than kicking a ball 20 metres.","but also for contemporary Olympic events, I recall curling and 50km cross-country skiing, you have to be more than a freak to follow those more properly than only in the roundup of highlights."
neither,"And many a video game is physically and particularly mentally more demanding, when I think of the last FIFA tournament's final, than kicking a ball 20 metres.","Plus the hurdle to make video games Olympic events is minimal,"
neither,"And many a video game is physically and particularly mentally more demanding, when I think of the last FIFA tournament's final, than kicking a ball 20 metres.","as you don't even need doping tests, only a neutral console."
