relationType,argSrc,argTrg
neither,"If there must be rent increases, there should also be a cap to avoid nasty surprises.",With those kinds of amounts you think twice about whether you really want to stay in the flat.
neither,"If there must be rent increases, there should also be a cap to avoid nasty surprises.","This helps the landlords,"
neither,"If there must be rent increases, there should also be a cap to avoid nasty surprises.","as they can adjust their expenses through the increase,"
neither,"If there must be rent increases, there should also be a cap to avoid nasty surprises.","and also the tenants,"
neither,"If there must be rent increases, there should also be a cap to avoid nasty surprises.",as they can plan for a maximum rent increase.
neither,"If there must be rent increases, there should also be a cap to avoid nasty surprises.","That the landlords are then slightly restricted in the administration of their property is not a problem,"
neither,"If there must be rent increases, there should also be a cap to avoid nasty surprises.",as they have more pull in the end anyway.
neither,"This helps the landlords,","Rent increases upon re-letting aren't bad as such, if it's only a small amount,"
neither,"This helps the landlords,","they’re very bad however, if the rent suddenly climbs by €100 or €200."
neither,"This helps the landlords,",With those kinds of amounts you think twice about whether you really want to stay in the flat.
support,"This helps the landlords,","If there must be rent increases, there should also be a cap to avoid nasty surprises."
neither,"This helps the landlords,","as they can adjust their expenses through the increase,"
neither,"This helps the landlords,","and also the tenants,"
neither,"This helps the landlords,",as they can plan for a maximum rent increase.
neither,"This helps the landlords,","That the landlords are then slightly restricted in the administration of their property is not a problem,"
neither,"This helps the landlords,",as they have more pull in the end anyway.
neither,"as they can adjust their expenses through the increase,","Rent increases upon re-letting aren't bad as such, if it's only a small amount,"
neither,"as they can adjust their expenses through the increase,","they’re very bad however, if the rent suddenly climbs by €100 or €200."
neither,"as they can adjust their expenses through the increase,",With those kinds of amounts you think twice about whether you really want to stay in the flat.
neither,"as they can adjust their expenses through the increase,","If there must be rent increases, there should also be a cap to avoid nasty surprises."
support,"as they can adjust their expenses through the increase,","This helps the landlords,"
neither,"as they can adjust their expenses through the increase,","and also the tenants,"
neither,"as they can adjust their expenses through the increase,",as they can plan for a maximum rent increase.
neither,"as they can adjust their expenses through the increase,","That the landlords are then slightly restricted in the administration of their property is not a problem,"
neither,"as they can adjust their expenses through the increase,",as they have more pull in the end anyway.
neither,"and also the tenants,","Rent increases upon re-letting aren't bad as such, if it's only a small amount,"
neither,"and also the tenants,","they’re very bad however, if the rent suddenly climbs by €100 or €200."
neither,"and also the tenants,",With those kinds of amounts you think twice about whether you really want to stay in the flat.
support,"and also the tenants,","If there must be rent increases, there should also be a cap to avoid nasty surprises."
neither,"and also the tenants,","This helps the landlords,"
neither,"and also the tenants,","as they can adjust their expenses through the increase,"
neither,"and also the tenants,",as they can plan for a maximum rent increase.
neither,"and also the tenants,","That the landlords are then slightly restricted in the administration of their property is not a problem,"
neither,"and also the tenants,",as they have more pull in the end anyway.
neither,as they can plan for a maximum rent increase.,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,"
neither,as they can plan for a maximum rent increase.,"they’re very bad however, if the rent suddenly climbs by €100 or €200."
neither,as they can plan for a maximum rent increase.,With those kinds of amounts you think twice about whether you really want to stay in the flat.
neither,as they can plan for a maximum rent increase.,"If there must be rent increases, there should also be a cap to avoid nasty surprises."
neither,as they can plan for a maximum rent increase.,"This helps the landlords,"
neither,as they can plan for a maximum rent increase.,"as they can adjust their expenses through the increase,"
support,as they can plan for a maximum rent increase.,"and also the tenants,"
neither,as they can plan for a maximum rent increase.,"That the landlords are then slightly restricted in the administration of their property is not a problem,"
neither,as they can plan for a maximum rent increase.,as they have more pull in the end anyway.
neither,"That the landlords are then slightly restricted in the administration of their property is not a problem,","Rent increases upon re-letting aren't bad as such, if it's only a small amount,"
neither,"That the landlords are then slightly restricted in the administration of their property is not a problem,","they’re very bad however, if the rent suddenly climbs by €100 or €200."
neither,"That the landlords are then slightly restricted in the administration of their property is not a problem,",With those kinds of amounts you think twice about whether you really want to stay in the flat.
support,"That the landlords are then slightly restricted in the administration of their property is not a problem,","If there must be rent increases, there should also be a cap to avoid nasty surprises."
neither,"That the landlords are then slightly restricted in the administration of their property is not a problem,","This helps the landlords,"
neither,"That the landlords are then slightly restricted in the administration of their property is not a problem,","as they can adjust their expenses through the increase,"
neither,"That the landlords are then slightly restricted in the administration of their property is not a problem,","and also the tenants,"
neither,"That the landlords are then slightly restricted in the administration of their property is not a problem,",as they can plan for a maximum rent increase.
neither,"That the landlords are then slightly restricted in the administration of their property is not a problem,",as they have more pull in the end anyway.
neither,as they have more pull in the end anyway.,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,"
neither,as they have more pull in the end anyway.,"they’re very bad however, if the rent suddenly climbs by €100 or €200."
neither,as they have more pull in the end anyway.,With those kinds of amounts you think twice about whether you really want to stay in the flat.
neither,as they have more pull in the end anyway.,"If there must be rent increases, there should also be a cap to avoid nasty surprises."
neither,as they have more pull in the end anyway.,"This helps the landlords,"
neither,as they have more pull in the end anyway.,"as they can adjust their expenses through the increase,"
neither,as they have more pull in the end anyway.,"and also the tenants,"
neither,as they have more pull in the end anyway.,as they can plan for a maximum rent increase.
support,as they have more pull in the end anyway.,"That the landlords are then slightly restricted in the administration of their property is not a problem,"
